id,name,cost,startingGold,startingPoints,transitionPoints,size,maxHP,protection,magicResistance,morale,strength,attack,defence,precision,encumbrance,actionPoints,naturalWeapons,paths,abilities,properties,slots,parts,transitions,categories
f173,marble oracle,"gold (457), topazes (9)",0,0,9,4,85,"eye (22), head (22), body (22), arm (22), leg (22)",16,50,22,12,10,5,0,8,,holy (2),"darkvision (100), fortuneTeller (10), patrolBonus (10), poisonResistance (25), pierceImmunity (50), slashImmunity (50)","noHealNaturally, lifeless, magicBeing, needNotEat, poorAmphibian, sacred, stoneBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,lifeless
f174,great olm,"gold (32), emeralds (3), sapphires (1)",0,0,1,3,28,"eye (5), head (5), body (5), arm (5)",14,12,11,8,8,12,4,7,e63 (1),,"coldResistance (5), poisonResistance (15)","blindFighter, needNotEat, sacred","hands (2), misc (2)","eye (2), head (1), arm (2)",f178,Tagless
f175,ageless olm,"gold (332), emeralds (3), sapphires (1)",0,0,7,6,130,"eye (5), head (5), body (5), arm (5)",18,18,14,8,8,13,4,7,e63 (1),"earth (3), water (3)","coldResistance (5), fortuneTeller (15), poisonResistance (15)","blindFighter, needNotEat, sacred","hands (2), misc (2)","eye (2), head (1), arm (2)",,Tagless
f176,decrepit,topazes (9),0,0,0,4,36,"eye (3), head (3), body (3), arm (3), leg (3)",18,11,14,5,5,5,8,12,,"death (4), earth (3)","darkvision (100), fortuneTeller (10), patrolBonus (10), poisonResistance (25), pierceImmunity (50), slashImmunity (50)","noHealNaturally, lifeless, magicBeing, needNotEat, poorAmphibian, sacred, stoneBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,Cold-Blooded
f177,earth made flesh,gold (609),0,0,12,6,220,"eye (5), head (5), body (5), arm (5), leg (5)",18,18,26,8,8,7,2,16,,"earth (3), water (1)","darkvision (100), siegeBonus (25), reinvigoration (4)","amphibian, coldBlooded, female, needNotEat, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Cold-Blooded
f178,ancient olm,"gold (68), emeralds (3), sapphires (1)",0,0,1,4,38,"eye (5), head (5), body (5), arm (5)",18,12,12,8,8,12,4,7,e63 (1),"earth (1), water (1)","coldResistance (5), fortuneTeller (10), poisonResistance (15)","blindFighter, needNotEat, sacred","hands (2), misc (2)","eye (2), head (1), body (1), arm (2)",f175,Tagless
f179,forest giant,gold (254),0,0,5,5,66,"eye (6), head (6), body (6), arm (6), leg (6)",9,15,24,11,9,8,2,16,,,,forestSurvival,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f180,Tagless
f180,hill giant,gold (399),0,0,8,6,106,"eye (8), head (8), body (8), arm (8), leg (8)",9,16,28,13,8,8,2,18,,,,mountainSurvival,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f181,cavern wight,"gold (255), onyxes (5), sapphires (7)",0,0,5,3,31,"eye (5), head (5), body (5), arm (5), leg (5)",15,17,17,11,11,7,0,10,,,"coldAura (3), needNotEat, coldResistance (25), poisonResistance (25)","amphibian, undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f182,Undead
f182,risen oracle,"gold (417), onyxes (5), sapphires (7)",0,0,8,4,95,"eye (1), head (1), body (1), arm (1), leg (1)",18,18,25,10,10,7,0,10,,"earth (1), death (1)","coldAura (3), fear (5), fortuneTeller (15), immortal, needNotEat, coldResistance (25), poisonResistance (25)","amphibian, undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,Undead
f183,penumbral,"gold (251), onyxes (7), sapphires (3)",0,0,5,3,30,"eye (0), head (0), body (0), arm (0), leg (0)",14,18,15,10,10,8,0,12,e63 (1),,"stealthy (40), coldResistance (15), poisonResistance (25)","amphibian, ethereal, needNotEat, undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f184,Undead
f184,umbral,"gold (420), onyxes (7), sapphires (3)",0,0,8,4,68,"eye (0), head (0), body (0), arm (0), leg (0)",16,18,22,12,12,8,0,14,e63 (1),,"stealthy (40), coldResistance (15), poisonResistance (25)","amphibian, ethereal, needNotEat, undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,Undead
f185,runner,"gold (22), emeralds (1)",0,0,0,2,12,"eye (3), head (3), body (3), arm (3), leg (3)",11,8,11,11,8,10,4,16,e20 (1),,poisonResistance (5),"coldBlooded, swampSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f186,Cold-Blooded
f186,jade lizard,gold (59),0,0,1,3,23,"eye (8), head (8), body (8), leg (8)",5,13,13,13,12,4,4,16,e322 (1),,,"animal, coldBlooded, forestSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (2)",,"Animal, Cold-Blooded"
f187,bacab,gold (125),0,0,2,4,27,"eye (10), head (10), body (10), arm (10), leg (10)",16,13,16,12,8,8,3,12,,"water (3.275), earth (2.275), death (1.275), nature (0.275)","darkvision (100), Grants Waterbreathing (20), Resource Bonus (5)","amphibian, sacred, swampSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f188,coral queen,gold (140),0,0,3,4,31,"eye (10), head (10), body (10), arm (10), leg (10)",15,14,18,12,8,8,3,12,,holy (3),darkvision (50),"amphibian, female, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f190,Amphibian
f189,king of the deep,gold (125),0,0,2,4,27,"eye (10), head (10), body (10), arm (10), leg (10)",16,13,16,12,8,8,3,12,,"astral (0.525), earth (0.525), fire (0.525), water (3.525)","darkvision (50), Grants Waterbreathing (20)",amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f191,Amphibian
f190,basalt queen,"gold (211), rubies (1), sapphires (1)",0,0,4,5,48,"eye (14), head (14), body (14), arm (14), leg (14)",15,16,20,12,7,8,3,12,e20 (1),holy (3),"coldResistance (5), fireResistance (5), darkvision (100), fear (5)","amphibian, female, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f191,basalt king,"gold (208), rubies (1), sapphires (1)",0,0,4,5,51,"eye (13), head (13), body (13), arm (13), leg (13)",17,14,21,12,7,8,3,12,,"earth (3.366), fire (1.366), water (2.366)","darkvision (100), fear (5), coldResistance (5), fireResistance (5), Resource Bonus (10)","amphibian, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f192,sleeping pillar,"gold (144), rubies (1), sapphires (1)",0,0,3,3,31,"eye (9), head (9), body (9), arm (9), leg (9)",13,15,18,12,8,8,3,12,e20 (1),,"castleDefence (2), darkvision (100), coldResistance (5), fireResistance (5), sacred, voidSanity (15)",amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f193,slave enkidu,gold (5),29,1,0,3,22,"eye (2), head (2), body (2), arm (2), leg (2)",10,6,14,8,7,8,3,14,,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f101, f113, f194","Starting Form, Tagless"
f194,enkidu,gold (67),0,0,1,3,24,"eye (2), head (2), body (2), arm (2), leg (2)",11,11,15,10,9,8,3,14,,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f195,Tagless
f195,ogre,"gold (109), sapphires (1)",0,0,2,3,26,"eye (7), head (7), body (7), arm (7), leg (7)",8,14,18,10,9,8,2,14,,,coldResistance (5),mountainSurvival,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f211, f221",Tagless
f196,earth serpent,"gold (707), emeralds (5)",0,0,14,6,210,"eye (20), head (20), body (20)",18,18,28,15,10,10,2,8,e65 (1),earth (2),"darkvision (50), fear (5), poisonResistance (15)","amphibian, coldBlooded, mountainSurvival, swampSurvival, recuperation","body (1), misc (2)","eye (2), head (1), body (1)",,Cold-Blooded
f197,hannya,"gold (119), rubies (7), emeralds (3)",0,0,2,3,18,"eye (5), head (5), body (5), arm (5)",17,13,12,11,13,12,4,8,,"fire (2), death (2), nature (1)","fireResistance (25), heatAura (3), poisonResistance (15)","coldBlooded, demon, female, swampSurvival, mountainSurvival","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2)",,"Cold-Blooded, Demon"
f198,draconian,"gold (188), emeralds (3)",0,0,4,4,45,"eye (9), head (9), body (9), wing (9), leg (9)",14,12,18,11,13,10,3,10,e30 (1),,poisonResistance (15),"coldBlooded, flying, mountainSurvival","head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,Cold-Blooded
f199,displacer beast,"gold (136), diamonds (1), pearls (1)",0,0,3,3,27,"eye (4), head (4), body (4), leg (4)",13,13,15,13,12,5,2,20,"e29 (1), e322 (1), e85 (1)",,"displacement (25), voidSanity (20)","animal, magicBeing","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f85,"Animal, Magic Being"
f200,sacred serpent,"gold (70), emeralds (1)",0,0,1,3,22,"eye (7), head (7), body (7)",14,14,12,14,8,10,2,6,e239 (1),,"inspirational (1), poisonResistance (5)","animal, coldBlooded, sacred, swampSurvival","body (1), misc (2)","eye (2), head (1), body (1)","f277, f278, f282, f283, f284","Animal, Cold-Blooded"
f201,cockatrice,"gold (74), emeralds (3)",0,0,1,4,22,"eye (4), head (4), body (4), wing (4), leg (4)",14,9,13,10,12,8,3,6,"e146 (1), e592 (1)",,poisonResistance (15),"animal, flying, magicBeing, forestSurvival","body (1), misc (2)","eye (2), head (1), body (1), wing (2), leg (2)",f96,"Animal, Magic Being"
f202,jaguar toad,emeralds (7),0,0,0,3,21,"eye (3), head (3), body (3), leg (3)",5,12,11,7,6,5,3,6,e29 (1),,"poisonSkin (20), poisonResistance (25)","Animal, Cold-Blooded, swampSurvival, trample, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f91,"Animal, Cold-Blooded"
f203,crocodile,,0,0,0,3,23,"eye (12), head (12), body (12), leg (12)",5,14,14,10,7,5,3,7,e322 (1),,,"animal, coldBlooded, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f92, f89, f93, f94","Animal, Cold-Blooded"
f204,kaijin,"gold (166), pearls (2), rubies (1)",0,0,3,2,19,"eye (0), head (0), body (0), arm (0), leg (0)",18,15,12,13,13,13,2,12,,"water (3), earth (1), nature (2)",fireResistance (5),"amphibian, ethereal, needNotEat, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"Amphibian, Magic Being"
f205,shark warrior,gold (151),0,0,3,4,28,"eye (7), head (7), body (7), arm (7), leg (7)",9,14,17,12,10,8,3,12,e20 (1),,darkvision (50),amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f206,crab general,gold (109),0,0,2,3,25,"eye (15), head (15), body (15), arm (15), leg (15)",9,14,15,10,8,7,3,10,e273 (1),,"darkvision (100), voidSanity (10)",amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f207,guhyaka,"gold (137), pearls (2)",0,0,3,3,23,"eye (1), head (1), body (1), arm (1), leg (1)",13,13,15,11,11,11,2,14,e397 (1),,awe (1),"sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f208, f209",Magic Being
f208,gandharva,"gold (228), pearls (3)",0,0,5,3,25,"eye (1), head (1), body (1), arm (1), leg (1)",16,15,15,13,13,11,1,14,e397 (1),,"awe (2), inspirational (1)","sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f309,Magic Being
f209,apsara,"gold (215), pearls (5)",0,0,4,3,20,"eye (1), head (1), body (1), arm (1), leg (1)",14,13,13,11,15,11,1,14,e397 (1),,"awe (4), inspirational (1)","sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f310,Magic Being
f210,yeti,"gold (252), sapphires (7)",0,0,5,4,46,"eye (8), head (8), body (8), arm (8), leg (8)",13,15,22,13,9,8,2,14,,,"coldAura (3), coldResistance (25)",mountainSurvival,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f212,Tagless
f211,jotun,"gold (129), sapphires (3)",0,0,3,4,30,"eye (5), head (5), body (5), arm (5), leg (5)",12,12,20,10,10,10,3,15,,,coldResistance (15),,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f210, f219",Tagless
f212,niefel giant,"gold (335), sapphires (7)",0,0,7,5,66,"eye (7), head (7), body (7), arm (7), leg (7)",15,14,25,12,12,10,2,16,,,"coldAura (10), coldPower (1), iceProtection (2), coldResistance (25), fireResistance (-5)",sacred,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f213,sea troll,"gold (231), emeralds (5)",0,0,5,4,52,"eye (8), head (8), body (8), arm (8), leg (8)",14,12,22,9,8,8,2,14,,,"darkvision (50), regeneration (5.2), poisonResistance (15)",amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f223,Amphibian
f214,cyclops,"gold (397), rubies (3)",0,0,8,5,91,"eye (20), head (20), body (20), arm (20), leg (20)",18,18,28,11,12,7,2,14,,earth (3),"fear (5), fireResistance (15)","stoneBeing, mountainSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,Tagless
f215,nagaraja,"gold (133), emeralds (2)",0,0,3,3,25,"eye (5), head (5), body (5), arm (5)",17,14,14,12,12,12,4,10,e239 (1),"water (3), earth (1), nature (1), holy (2)","darkvision (75), poisonResistance (10)","amphibian, coldBlooded, swampSurvival","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2)",,"Cold-Blooded, Magic Being"
f216,kenzoku,"gold (297), pearls (5)",0,0,6,2,26,"eye (0), head (0), body (0), arm (0), leg (0)",15,16,15,15,15,13,1,12,,,awe (2),"ethereal, needNotEat, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Magic Being
f217,zmey,"gold (175), rubies (3)",0,0,4,5,45,"eye (13), head (13), body (13), wing (13), leg (13)",14,15,16,13,12,12,3,7,e322 (3),,fireResistance (15),"animal, flying, coldBlooded, mountainSurvival","body (1), misc (2)","eye (6), head (3), body (1), wing (2), leg (2)",f291,"Animal, Magic Being"
f218,fire snake,"gold (111), rubies (7), emeralds (3)",0,0,2,3,25,"eye (9), head (9), body (9)",15,13,13,13,8,10,5,6,"e350 (1), e239 (1)",,"firePower (1), heatAura (3), fireResistance (25), poisonResistance (15)","animal, wastelandSurvival, magicBeing, undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",,"Animal, Cold-Blooded"
f219,lesser ettin,gold (301),0,0,6,5,62,"eye (6), head (6), body (6), arm (6), leg (6)",14,14,23,13,8,11,3,16,,,ambidextrous (3),"forestSurvival, mountainSurvival, undisciplined","hands (2), head (2), body (1), feet (1), misc (2)","eye (4), head (2), body (1), arm (2), leg (2)",f220,Tagless
f220,ettin,gold (436),0,0,9,6,82,"eye (6), head (6), body (6), arm (6), leg (6)",15,15,26,14,7,11,3,16,,,ambidextrous (6),"forestSurvival, mountainSurvival, undisciplined","hands (3), head (2), body (1), feet (1), misc (1)","eye (4), head (2), body (1), arm (3), leg (2)",,Tagless
f221,troll,"gold (206), emeralds (1)",0,0,4,4,35,"eye (11), head (11), body (11), arm (11), leg (11)",14,12,22,10,9,8,2,14,,,"regeneration (3.5), fireResistance (-10), darkvision (50)","mountainSurvival, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f222,Tagless
f222,troll king,"gold (282), emeralds (2)",0,0,6,4,42,"eye (11), head (11), body (11), arm (11), leg (11)",17,14,24,11,10,8,2,14,,earth (3),"regeneration (6.3), fireResistance (-10), darkvision (50)","mountainSurvival, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f223,sea king,"gold (376), emeralds (6)",0,0,8,4,63,"eye (9), head (9), body (9), arm (9), leg (9)",17,14,22,11,12,8,2,14,,water (3),"darkvision (50), Grants Waterbreathing (30), regeneration (9.45), poisonResistance (15)",amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Amphibian
f224,ether warrior,"gold (201), pearls (2)",0,0,4,3,25,"eye (2), head (2), body (2), arm (2), leg (2)",15,15,16,13,13,15,2,15,,,magicPower (1),"amphibian, ethereal, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Magic Being
f225,forest troll,"gold (140), emeralds (1)",0,0,3,3,26,"eye (7), head (7), body (7), arm (7), leg (7)",14,11,19,10,9,8,2,14,,,"darkvision (50), regeneration (2.6), fireResistance (-5)","forestSurvival, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f226,lilot,gold (186),0,0,4,3,22,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",17,18,12,12,12,12,1,13,e63 (1),,"stealthy (55), dreamSeduction (14)","demon, flying, wastelandSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)","f324, f325",Demon
f227,tarrasque,"gold (947), emeralds (12)",0,0,20,6,245,"eye (19), head (19), body (19), leg (19)",18,18,27,13,9,10,4,8,"e322 (1), e29 (1)",,"fear (10), poisonCloud (10), regeneration (24.5), poisonResistance (15)","swampSurvival,  recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Tagless
f228,hekateride,"gold (121), pearls (7)",0,0,2,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",18,12,11,11,12,10,2,12,,"air (0.275), earth (275), holy (2), nature (3), water (2.275)",awe (6),"amphibian, female, magicBeing,  recuperation","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"Amphibian, Magic Being"
f229,elephant,gold (174),0,0,3,6,61,"eye (11), head (11), body (11), arm (11), leg (11)",6,8,20,9,8,5,3,18,e614 (1),,,"animal, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f239,Animal
f230,anointed,"gold (45), pearls (2)",0,0,1,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",13,15,10,10,10,10,3,12,,holy (1),"awe (1), invulnerability (5)",sacred,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f231,Tagless
f231,angel,"gold (159), pearls (4)",0,0,3,3,12,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",15,17,11,11,11,11,1,16,,,"awe (3), invulnerability (10), fireResistance (3), shockResistance (3)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f233,Magic Being
f232,angel of the heavenly choir,"gold (203), diamonds (1), pearls (6), rubies (1)",0,0,4,3,14,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",16,18,12,11,13,13,1,16,,holy (2),"awe (5), invulnerability (15), fireResistance (5), shockResistance (5)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f327,Magic Being
f233,angel of the host,"gold (244), diamonds (1), pearls (6), rubies (1)",0,0,5,3,17,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",17,18,13,13,13,15,1,16,,,"awe (5), invulnerability (15), fireResistance (5), shockResistance (5)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f327,Magic Being
f234,oni general,"gold (211), onyxes (2)",0,0,4,3,30,"eye (7), head (7), body (7), arm (7), leg (7)",16,18,17,13,12,9,1,14,,"death (2), fire (0.333), earth (0.333), air (0.333)","chaosPower (1), pillageBonus (3), fireResistance (5), poisonResistance (5), secondshape (235)","demon, sacred, mountainSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f236,Demon
f235,oni general spirit,,0,0,0,3,15,"eye (0), head (0), body (0), arm (0), leg (0)",16,18,16,13,12,9,0,14,e67 (1),"death (2), fire (0.333), earth (0.333), air (0.333)","chaosPower (1), firstshape (234), pillageBonus (1), poisonResistance (25)","ethereal, undead",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",f236,Demon
f236,dai oni,"gold (303), onyxes (2)",0,0,6,4,50,"eye (8), head (8), body (8), arm (8), leg (8)",18,18,20,14,13,9,1,16,,"fire (2.275), earth (2.275), death (3.275), holy (1)","chaosPower (1), demon, fear (5), pillageBonus (5), fireResistance (5), poisonResistance (5), secondshape (237)","sacred, mountainSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Demon
f237,dai oni spirit,,0,0,0,4,25,"eye (0), head (0), body (0), arm (0), leg (0)",18,18,20,14,13,9,0,16,e67 (1),"fire (2.275), earth (2.275), death (3.275), holy (1)","chaosPower (1), firstshape (236), pillageBonus (3), poisonResistance (25)","ethereal, undead",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",,Demon
f238,shikigami,pearls (2),0,0,0,2,7,"eye (0), head (0), body (0), leg (0), wing (0)",14,14,6,12,12,8,3,4,e29 (1),,,"animal, flying, ethereal, magicBeing, forestSurvival, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f267,"Animal, Magic Being"
f239,mammoth,"gold (194), sapphires (3)",0,0,4,6,61,"eye (11), head (11), body (11), leg (11)",6,10,21,10,8,5,3,16,e614 (1),,coldResistance (15),"animal, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f240,behemoth,"gold (335), onyxes (5), sapphires (3)",0,0,7,6,104,"eye (7), head (7), body (7), arm (7), leg (7)",13,18,22,7,6,5,0,12,e614 (1),,"coldResistance (15), poisonResistance (25), fear (5)","animal, trample, lifeless, undead","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Undead
f241,konoha tengu,gold (82),0,0,2,3,12,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,13,11,12,12,12,3,10,,,,"flying, sacred, mountainSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f242,Tagless
f242,karasu tengu,gold (144),0,0,3,3,14,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,13,11,14,14,13,3,14,,,,"flying, sacred, mountainSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f314,Tagless
f243,monster boar,gold (203),0,0,4,5,51,"eye (9), head (9), body (9), arm (9), leg (9)",5,15,20,12,10,5,2,20,e331 (1),,,"animal, trample, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f244,melqart,"gold (382), rubies (1)",0,0,8,5,61,"eye (5), head (5), body (5), arm (5), leg (5)",18,15,24,15,14,12,2,18,e331 (1),"blood (3), fire (0.666), earth (0.666), astral (0.666)","fireResistance (8), fear (5)",wastelandSurvival,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f245,adon,"gold (331), rubies (1)",0,0,7,5,57,"eye (4), head (4), body (4), arm (4), leg (4)",18,15,23,14,13,11,2,16,e331 (1),"holy (2), fire (0.666), earth (0.666), astral (0.666)",fireResistance (6),wastelandSurvival,"hands (2), head (1), body (1), feet (1), misc (3)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f246,phase spider,"gold (243), diamonds (1), pearls (1), emeralds (3)",0,0,5,5,40,"eye (15), head (15), body (15), leg (15)",13,10,13,13,11,10,2,14,"e700 (1), e701 (1)",,"displacement (25), poisonResistance (15)","animal, magicBeing","body (1), misc (2)","eye (8), head (1), body (1), leg (8)",,"Animal, Magic Being"
f247,fay boar,gold (27),0,0,1,3,18,"eye (4), head (4), body (4), leg (4)",14,18,12,10,10,5,2,14,e331 (1),,,"animal, immortal, forestSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f248,Animal
f248,gloso,"gold (141), rubies (7)",0,0,3,3,28,"eye (8), head (8), body (8), leg (8)",13,14,15,13,10,5,2,18,e572 (1),,"darkvision (100), heatAura (3), sacred, stealthy (50), fireResistance (25)","animal, forestSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f229, f249",Animal
f249,moose,gold (58),0,0,1,4,38,"eye (5), head (5), body (5), leg (5)",5,9,16,9,9,5,3,24,e397 (1),,"animal, stealthy (40)","forestSurvival, trample, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f250, f252",Animal
f250,great boar of carnutes,gold (241),0,0,5,5,58,"eye (10), head (10), body (10), leg (10)",14,15,21,13,10,5,2,20,e331 (1),,fortuneTeller (15),"animal, sacred, forestSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f251,Animal
f251,thrice horned boar,"gold (467), emeralds (2)",0,0,9,6,102,"eye (16), head (16), body (16), leg (16)",18,18,26,13,12,8,2,20,"e55 (1), e331 (1)","earth (1), nature (1)",berserk (5),"forestSurvival, trample, recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f252,fall bear,"gold (260), pearls (5), emeralds (2)",0,0,5,4,53,"eye (0), head (0), body (0), arm (0), leg (0)",15,50,19,10,8,5,0,14,e29 (1),,"poisonResistance (15), fallPower (25), regeneration (5.3)","animal, ethereal, magicBeing, forestSurvival","body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"Animal, Magic Being"
f253,hound of hades,"gold (590), emeralds (3)",0,0,12,6,118,"eye (14), head (14), body (14), leg (14)",18,18,27,13,12,8,2,24,"e630 (3), e631 (1), e632 (1)","earth (1), death (1)","darkvision (100), fear (10), patrolBonus (50), poisonResistance (15)",,"body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f254,dog of the underworld,"gold (398), sapphires (3)",0,0,8,6,112,"eye (13), head (13), body (13), leg (13)",18,18,26,13,12,8,2,26,e322 (1),"water (1), death (1)","corpseEater (15), darkPower (3), darkvision (100), fear (10), patrolBonus (50), stealthy (65), coldResistance (15)",forestSurvival,"body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f255,son of fenrer,"gold (465), sapphires (3)",0,0,9,6,122,"eye (13), head (13), body (13), leg (13)",18,18,27,13,12,8,2,30,e322 (1),"water (1), nature (1)","berserk (7), darkvision (100), fear (10), stealthy (40), coldResistance (15)",forestSurvival,"body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
